,title,company,location,salary,post_date,career_level,qualification,experience,job_type,industry
1152,Account Manager,Cyber On-Air (Asia) Ltd,Kowloon Bay,Salary negotiable,Posted on 09 Apr 2021,Middle,Degree,3 years,Full Time,Telecommunication
1153,IT Support,Hong Kong Health Check And Medical Diagnostic Group Limited,Shatin Area,Salary negotiable,Posted on 09 Apr 2021,Entry Level,Matriculated,Not Specified,"Full Time, Permanent",Medical / Pharmaceutical
1154,Application Support Analyst / Application  Analyst,Optimum Solutions (Hong Kong) Limited,Others,Salary provided,Posted on 09 Apr 2021,Middle,Degree,3 years,"Contract, Full Time, Permanent",Information Technology
1155,IT Manager,The Nano and Advanced Materials Institute Limited (NAMI),Shatin Area,Salary negotiable,Posted on 09 Apr 2021,Middle,Degree,10 years,"Contract, Full Time",Research / Survey
1156,IT Manager (Planning and Project Portfolio Management),Bank of China (Hong Kong) Limited,Shatin Area,Salary negotiable,Posted on 09 Apr 2021,Middle,Degree,5 years,Full Time,Information Technology (IT) > IT Project Management / Team Lead
1157,ERP Support Assistant ,German Pool (Hong Kong) Limited,To Kwa Wan,Salary negotiable,Posted on 09 Apr 2021,Entry Level,Non-Degree Tertiary,Not Specified,"Full Time, Permanent","Information Technology (IT) > Product Management / Business Analyst, Information Technology (IT) > Software Development, Information Technology (IT) > Network & System"
1158,Developer (Web / Mobile),cccdi Limited,Mong Kok,Salary negotiable,Posted on 09 Apr 2021,Entry Level,Non-Degree Tertiary,Not Specified,"Full Time, Permanent",Information Technology
1159,Assistant Engineer / Engineer,N2N-AFE (Hong Kong) Limited,,Salary negotiable,Posted on 09 Apr 2021,Entry Level,Degree,N/A,"Full Time, Permanent",Financial Services
1160,Assistant Project Manager  ($45K to $50K per month),Optimum Solutions (Hong Kong) Limited,Others,Salary provided,Posted on 09 Apr 2021,Entry Level,Degree,3 years,"Contract, Full Time, Permanent",Information Technology
1161,Senior Programmer / Programmer – Fintech (Frontend / Backend),N2N-AFE (Hong Kong) Limited,,Salary negotiable,Posted on 09 Apr 2021,Entry Level,Degree,N/A,"Full Time, Permanent",Financial Services
1162,Analyst Programmer (Java) 5 days,NewTrek Systems Limited,Kwun Tong,Salary negotiable,Posted on 09 Apr 2021,Middle,Matriculated,2 years,"Full Time, Permanent",Information Technology
1163,.NET Systems Analyst / Analyst Programmer (5 days),NewTrek Systems Limited,Kwun Tong,Salary negotiable,Posted on 09 Apr 2021,Middle,Degree,4 years,"Full Time, Permanent",Information Technology
1164,Senior Analyst Programmer,Herbminers Informatics Limited,Tai Po Area,Salary provided,Posted on 09 Apr 2021,Not Specified,Not Specified,Not Specified,"Full Time, Permanent",Information Technology
1165,Assistant Computer Officer (carrying the job title of ‘Project Manager / Team Lead’),The Chinese University of Hong Kong,Shatin Area,Salary provided,Posted on 09 Apr 2021,Middle,Degree,4 years,Full Time,"Information Technology (IT) > Application Specialist - Software, Information Technology (IT) > IT Project Management / Team Lead"
1166,Solutions Analyst,Hong Kong Aircraft Engineering Co Ltd,Airport Area,Salary provided,Posted on 09 Apr 2021,Middle,Degree,4 years,"Full Time, Permanent",Engineering - Others
1167,Assistant Solutions Analyst,Hong Kong Aircraft Engineering Co Ltd,Airport Area,Salary provided,Posted on 09 Apr 2021,Entry Level,Degree,N/A,"Full Time, Permanent",Engineering - Others
1168,AI - Data Annotation Intern  (3 month - 1 year),Risksis Technology Limited,,Salary negotiable,Posted on 09 Apr 2021,Entry Level,(N/A),N/A,"Contract, Full Time, Internship, Part Time, Permanent, Temporary",Information Technology
1169,Data Scientist - AI Team (Strong Programming or Maths),Risksis Technology Limited,,Salary negotiable,Posted on 09 Apr 2021,Not Specified,(N/A),1 year,"Contract, Full Time, Internship, Permanent",Information Technology
1170,Software Developer (Vacancy: 8) (Attractive Remuneration),Risksis Technology Limited,Shatin Area,Salary negotiable,Posted on 09 Apr 2021,Middle,(N/A),1 year,"Full Time, Internship, Permanent",Information Technology
1171,Front-End Software Developer for Enterprise System (Web/HTML/CSS/Javascript),Risksis Technology Limited,,Salary negotiable,Posted on 09 Apr 2021,Entry Level,(N/A),1 year,"Full Time, Internship, Permanent",Information Technology
1172,Data Scientist - NLP for Information Retrieval (Experience Required),Risksis Technology Limited,,Salary negotiable,Posted on 09 Apr 2021,Not Specified,(N/A),1 year,"Contract, Full Time, Internship, Permanent",Information Technology
1173,"Consulting – Financial Services, Technology Consulting – Senior Manager / Director",EY,Quarry Bay,Salary negotiable,Posted on 09 Apr 2021,Senior,Degree,15 years,Full Time,"Accounting > Consulting, Engineering > Engineering Project Management, Information Technology (IT)"
1174,Senior System Analyst / System Analyst (Contract),Hong Kong Baptist Hospital,Kowloon City,Salary provided,Posted on 09 Apr 2021,Senior,Degree,8 years,"Contract, Full Time","Information Technology (IT) > Application Specialist - Software, Information Technology (IT) > Software Development, Information Technology (IT) > Network & System"
1175,Senior Analyst Programmer / Analyst Programmer (Contract)                                         ,Hong Kong Baptist Hospital,Kowloon City,Salary provided,Posted on 09 Apr 2021,Middle,Degree,5 years,"Contract, Full Time","Information Technology (IT) > Software Development, Information Technology (IT) > Network & System, Information Technology (IT) > Others"
1176,"Consulting – Financial Services, Technology Consulting – Senior Manager / Director",EY,Quarry Bay,Salary negotiable,Posted on 09 Apr 2021,Senior,Degree,15 years,Full Time,"Accounting > Consulting, Engineering > Engineering Project Management, Information Technology (IT)"
1177,Software Engineer (PHP Developer),Aura Labs Limited,Shatin Area,"HK$25,000 - HK$35,000 /month (negotiable)",Posted on 09 Apr 2021,Middle,Not Specified,N/A,"Full Time, Permanent",Information Technology
1178,Associate Director - Information Technology - Strategic Plan & Change Management,Endeavour Search Limited,Kowloon City Area,Salary provided,Posted on 09 Apr 2021,Middle,Degree,15 years,"Full Time, Permanent",Information Technology
1179,Analyst Programmer,Heep Hong Society,Ngau Tau Kok,Salary provided,Posted on 09 Apr 2021,Not Specified,Degree,3 years,Full Time,Charity / Social Services / Non-Profit Organisation
1180,System Administrator - IT Department,The Boys' and Girls' Clubs Association of Hong Kong,,Salary provided,Posted on 09 Apr 2021,Middle,Non-Degree Tertiary,2 years,Full Time,Charity / Social Services / Non-Profit Organisation
1181,"Python, C++ Software Developer",Efinix (Hong Kong) Limited,Shatin Area,Salary negotiable,Posted on 09 Apr 2021,Entry Level,Degree,N/A,"Full Time, Permanent",Others
1182,Tech - Junior Developer,Owl Square Co-Living Limited,Tsim Sha Tsui,"HK$14,000 - HK$25,000 /month (negotiable)",Posted on 09 Apr 2021,Entry Level,Degree,3 years,"Full Time, Permanent",Property Development
1183,GIS Assistant,Columbus Properties Limited,Central & Western Area,Salary provided,Posted on 09 Apr 2021,Entry Level,Non-Degree Tertiary,Not Specified,"Full Time, Permanent",Property Development
1184,Senior Analyst – IT Strategy and Planning,CLP Power Hong Kong Limited,Sham Shui Po,Salary negotiable,Posted on 09 Apr 2021,Not Specified,Degree,4 years,"Full Time, Permanent",Public Utilities
1185,Manager --Data Analyst Team (Global Headquarters),Yusen Global Freight Management Limited,Kwai Hing,Salary provided,Posted on 09 Apr 2021,Middle,Degree,5 years,"Full Time, Permanent",Freight Forwarding / Delivery / Shipping
1186,Mobile Game Developer (in-house) (iOS or Android),Cybergate Technology Limited,Lai Chi Kok,Salary negotiable,Posted on 09 Apr 2021,Entry Level,Matriculated,Not Specified,Full Time,Information Technology
1187,"Senior Lead Engineer / Lead Engineer, Electronics",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),Shatin Area,Salary provided,Posted on 09 Apr 2021,Not Specified,Not Specified,Not Specified,"Contract, Full Time",Information Technology
1188,Web Developer,Nattel Technology Limited,Lai Chi Kok,Salary provided,Posted on 09 Apr 2021,Not Specified,Not Specified,Not Specified,Full Time,Telecommunication
1189,Senior Electronic Engineer,Sky Manufacturing Services Limited,Wong Tai Sin Area,Salary negotiable,Posted on 09 Apr 2021,Middle,Degree,10 years,Full Time,Engineering - Electrical / Electronic / Mechanical
1190,Senior Systems Development Manager,Lockton Companies (Hong Kong) Ltd,Eastern Area,Salary negotiable,Posted on 09 Apr 2021,Senior,Degree,10 years,"Full Time, Permanent",Insurance / Pension Funding
1191,Engineer/Staff Engineer/Associate Principal Engineer (5G Development),Casa Technologies Limited,Shatin Area,Salary negotiable,Posted on 09 Apr 2021,Entry Level,Degree,Not Specified,"Full Time, Permanent",Information Technology
1192,Cyber Security Analyst,H & M Hennes & Mauritz Limited,Tsim Sha Tsui,Salary provided,Posted on 09 Apr 2021,Middle,Degree,5 years,"Full Time, Permanent",Wholesale / Retail
1193,IT Project Officer / PMO - banking (1-year contract),Ambition,,Salary provided,Posted on 08 Apr 2021,Entry Level,Degree,N/A,"Contract, Full Time","Admin & HR > Clerical / Admin Staff, Admin & HR > Others, Information Technology (IT) > Others"
1194,"Project Manager (App / Web project) - 40k-45k, perm role, 5 days work",Linkers International Limited,,"HK$35,000 - HK$45,000 /month (negotiable)",Posted on 09 Apr 2021,Middle,Degree,5 years,"Full Time, Permanent",Information Technology
1195,Assistant Project Manager  ($45K to $50K per month),Optimum Solutions (Hong Kong) Limited,Others,Salary provided,Posted on 09 Apr 2021,Entry Level,Degree,3 years,"Contract, Full Time, Permanent",Information Technology
1196,I.T. Support Officer,NewTrend I.T. Consultancy Limited,,Salary negotiable,Posted on 07 Apr 2021,Not Specified,Non-Degree Tertiary,1 year,"Full Time, Permanent",Information Technology
1197,Senior Data Architect / Data Architect,"The Bank of East Asia, Limited",,Posted on 09 Apr 2021,Posted on 09 Apr 2021,Middle,Degree,5 years,"Full Time, Permanent",Financial Services
1198,Store Support Technician / Officer,Sa Sa Cosmetic Company Limited,Siu Sai Wan,Posted on 08 Apr 2021,Posted on 08 Apr 2021,Entry Level,Non-Degree Tertiary,1 year,"Full Time, Permanent",Wholesale / Retail
1199,AI Technical Manager,Wisers Information Limited,Wan Chai,Salary provided,Posted on 08 Apr 2021,Senior,Postgraduate,5 years,"Full Time, Permanent",Information Technology
1200,System Analyst,Asiaray Advertising Media Limited,Quarry Bay,Salary provided,Posted on 08 Apr 2021,Middle,Degree,3 years,"Full Time, Permanent",Advertising / Public Relations / Marketing Services
1201,"Site Reliability Engineer (CI/CD, Automation)",Harmonic Technologies (HK) Limited,Mong Kok,Salary provided,Posted on 09 Apr 2021,Not Specified,Degree,1 year,"Full Time, Permanent",Information Technology
1202,Senior Magento Developer / Software Engineer,ClearGO e-Business Consultancy Limited,Ngau Tau Kok,Salary negotiable,Posted on 08 Apr 2021,Middle,Non-Degree Tertiary,4 years,"Full Time, Permanent",Information Technology
1203,(Senior) Analyst Programmer (C#.NET)  | up to 40k | Perm role,JFE Consulting Limited,,"HK$25,000 - HK$35,000 /month (negotiable)",Posted on 09 Apr 2021,Entry Level,Non-Degree Tertiary,1 year,"Full Time, Permanent",Information Technology
1204,ERP System support （implementation exp required),"JAC Recruitment Hong Kong Co., Limited",Tsim Sha Tsui,Salary provided,Posted on 09 Apr 2021,Middle,Degree,2 years,"Full Time, Permanent",Financial Services
1205,Mobile Developer (Canada),Imperial Group (Holding) Limited,Overseas,Salary provided,Posted on 09 Apr 2021,Not Specified,Non-Degree Tertiary,1 year,Full Time,Property Development
1206,Site Reliability Engineer,UDomain Web Hosting Co Ltd,Kwun Tong,Salary negotiable,Posted on 09 Apr 2021,Middle,Degree,3 years,"Full Time, Permanent",Information Technology
1207,"Senior Lead Engineer / Lead Engineer, Electronics",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),Shatin Area,Salary provided,Posted on 09 Apr 2021,Not Specified,Not Specified,Not Specified,"Contract, Full Time",Information Technology
1208,Analyst Programmer / Java Developer,PTT Recruitment Limited,Kowloon Bay,Salary negotiable,Posted on 09 Apr 2021,Middle,Degree,5 years,"Contract, Full Time, Temporary",Information Technology
1209,Intern - Software Engineer - 2 days/week,Infineon Technologies Hong Kong Ltd,Shatin Area,Salary provided,Posted on 07 Apr 2021,Entry Level,Not Specified,Not Specified,"Internship, Part Time","Information Technology (IT) > Application Specialist - Software, Information Technology (IT) > Software Development"
1210,Lead Digital Analyst - Sal. up to 70k per month,Manpower Services (Hong Kong) Limited,Kowloon City Area,Salary provided,Posted on 09 Apr 2021,Middle,Degree,5 years,Contract,Information Technology (IT) > Technical / Functional Consulting
1211,"Graphic Designer/ Web Designer (Adobe, UI/UX, over $30K)",CL Technical Services Ltd.,Siu Sai Wan,Salary provided,Posted on 10 Apr 2021,Not Specified,Not Specified,Not Specified,Full Time,Information Technology
1212,IT Analyst,Apple Storage,Kwun Tong,Salary provided,Posted on 07 Apr 2021,Entry Level,Non-Degree Tertiary,3 years,"Full Time, Permanent",Others
1213,Data Analyst (CSX7/202104/DA/AC),HKT,Quarry Bay,Posted on 09 Apr 2021,Posted on 09 Apr 2021,Entry Level,Degree,1 year,"Full Time, Permanent",Telecommunication
1214,Senior Data Engineer/ Senior System Analyst – Data warehouse - Insurance (ETL / PowerBI)(40k – 50k),Recruit Logic Limited,Quarry Bay,Salary negotiable,Posted on 09 Apr 2021,Middle,Degree,5 years,"Full Time, Permanent",Insurance / Pension Funding
1215,Product Manager (Leased Line),China Mobile Hong Kong 中國移動香港,Kwai Hing,Posted on 09 Apr 2021,Posted on 09 Apr 2021,Middle,Degree,5 years,"Full Time, Permanent",Telecommunication
1216,Developer / Programmer (Fresh Grad also Welcome) / Senior Programmer,OmniSource Limited,,Salary negotiable,Posted on 09 Apr 2021,Entry Level,Non-Degree Tertiary,Not Specified,"Full Time, Permanent",Information Technology
1217,Programmer (Only for 2021 Graduate Student),Innocorn Technology Limited,Shatin Area,Salary provided,Posted on 08 Apr 2021,Not Specified,Not Specified,Not Specified,Full Time,Information Technology
1218,Network & System Administrator,MegaHub Limited,Wan Chai,Salary provided,Posted on 07 Apr 2021,Entry Level,Non-Degree Tertiary,3 years,"Full Time, Permanent",Financial Services
1219,"Computer/IT Technical Support Team members: Junior to Expert Level ($20,000 to $40,000)",Arcotect Ltd,Wong Tai Sin Area,Salary provided,Posted on 07 Apr 2021,Middle,Non-Degree Tertiary,N/A,"Full Time, Permanent",Information Technology
